Category_ID,Category_path,Top-Level Category (Level 1),Sub Category (Level 2),Product Category (Level 3),Product Category (Level 4),Product Category (Level 5),Product Category (Level 6),Product Category (Level 7),Product Category (Level 8),Product Category (Level 9),Product Category (Level 10),Assureful RR,Straight Through business,Refer to UW,Refer to Capacity,Reject,Special Acceptance,QBE Comments,Generated_Keywords
14867974011,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Mustard/Beer Mustard,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Mustard,Beer Mustard,,,,,,NIS,,,,Yes,Reject,NO,"beer, beer mustard, mustard"
16319901,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Mustard/Brown Mustard,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Mustard,Brown Mustard,,,,,,NIS,,,,Yes,Reject,NO,"brown, brown mustard, mustard"
16319911,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Mustard/Dijon Mustard,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Mustard,Dijon Mustard,,,,,,NIS,,,,Yes,Reject,NO,"dijon, dijon mustard, mustard"
14867976011,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Mustard/English Mustard,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Mustard,English Mustard,,,,,,NIS,,,,Yes,Reject,NO,"english, english mustard, mustard"
14867978011,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Mustard/German Mustard,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Mustard,German Mustard,,,,,,NIS,,,,Yes,Reject,NO,"german, german mustard, mustard"
16319921,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Mustard/Honey Mustard,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Mustard,Honey Mustard,,,,,,NIS,,,,Yes,Reject,NO,"honey, honey mustard, mustard"
14867980011,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Mustard/Whole Grain Mustard,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Mustard,Whole Grain Mustard,,,,,,NIS,,,,Yes,Reject,NO,"grain, mustard, whole, whole grain mustard"
16319931,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Mustard/Yellow Mustard,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Mustard,Yellow Mustard,,,,,,NIS,,,,Yes,Reject,NO,"mustard, yellow, yellow mustard"
16320901,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Salad Dressings,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Salad Dressings,,,,,,,7,,,,Yes,Reject ,Agree - automatic decline,"dressings, salad, salad dressings"
16320911,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Salad Dressings/Blue Cheese,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Salad Dressings,Blue Cheese,,,,,,NIS,,,,Yes,Reject ,Agree - automatic decline,"blue, blue cheese, cheese"
16320921,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Salad Dressings/Caesar,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Salad Dressings,Caesar,,,,,,NIS,,,,Yes,Reject ,Agree - automatic decline,"caesar, salad dressings, salad dressings caesar"
6498239011,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Salad Dressings/Cole Slaw Dressing,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Salad Dressings,Cole Slaw Dressing,,,,,,NIS,,,,Yes,Reject ,Agree - automatic decline,"cole, cole slaw dressing, dressing, slaw"
16320931,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Salad Dressings/French,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Salad Dressings,French,,,,,,NIS,,,,Yes,Reject ,Agree - automatic decline,"french, salad dressings, salad dressings french"
6498241011,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Salad Dressings/Honey Mustard,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Salad Dressings,Honey Mustard,,,,,,NIS,,,,Yes,Reject ,Agree - automatic decline,"honey, honey mustard, mustard"
16320941,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Salad Dressings/Italian,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Salad Dressings,Italian,,,,,,NIS,,,,Yes,Reject ,Agree - automatic decline,"italian, salad dressings, salad dressings italian"
16320961,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Salad Dressings/Ranch,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Salad Dressings,Ranch,,,,,,NIS,,,,Yes,Reject ,Agree - automatic decline,"ranch, salad dressings, salad dressings ranch"
16320981,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Salad Dressings/Thousand Island,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Salad Dressings,Thousand Island,,,,,,NIS,,,,Yes,Reject ,Agree - automatic decline,"island, thousand, thousand island"
16320991,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Salad Dressings/Vinaigrette,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Salad Dressings,Vinaigrette,,,,,,NIS,,,,Yes,Reject ,Agree - automatic decline,"salad dressings, salad dressings vinaigrette, vinaigrette"
16321001,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Salad Toppings,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Salad Toppings,,,,,,,NIS,,,,Yes,Reject,NO,"salad, salad toppings, toppings"
16319941,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Sandwich Spreads,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Sandwich Spreads,,,,,,,NIS,,,,Yes,Reject,NO,"sandwich, sandwich spreads, spreads"
6466919011,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Steak Sauce,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Steak Sauce,,,,,,,NIS,,,,Yes,Reject,NO,"sauce, steak, steak sauce"
16321441,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Tartar Sauce,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Tartar Sauce,,,,,,,NIS,,,,Yes,Reject,NO,"sauce, tartar, tartar sauce"
16319971,Grocery & Gourmet Food/Pantry Staples/Condiments & Salad Dressings/Wasabi,Grocery & Gourmet Food,Pantry Staples,Condiments & Salad Dressings,Wasabi,,,,,,,NIS,,,,Yes,Reject,NO,"condiments salad dressings, condiments salad dressings wasabi, wasabi"
16310221,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,,,,,,,,7,,,,Yes,Reject,NO,"baking, cooking, cooking baking"
6485877011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Baking Chocolates, Carob & Cocoa",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Baking Chocolates, Carob & Cocoa",,,,,,,7,,,,Yes,Reject,NO,"baking, baking chocolates carob cocoa, carob, chocolates, cocoa"
724684011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Baking Chocolates, Carob & Cocoa/Carob",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Baking Chocolates, Carob & Cocoa",Carob,,,,,,NIS,,,,Yes,Reject,NO,"baking chocolates carob cocoa, baking chocolates carob cocoa carob, carob"
16317461,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Baking Chocolates, Carob & Cocoa/Chocolates",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Baking Chocolates, Carob & Cocoa",Chocolates,,,,,,NIS,,,,Yes,Reject,NO,"baking chocolates carob cocoa, baking chocolates carob cocoa chocolates, chocolates"
16317471,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Baking Chocolates, Carob & Cocoa/Cocoa",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Baking Chocolates, Carob & Cocoa",Cocoa,,,,,,NIS,,,,Yes,Reject,NO,"baking chocolates carob cocoa, baking chocolates carob cocoa cocoa, cocoa"
16317231,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Baking Mixes,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Baking Mixes,,,,,,,7,,,,Yes,Reject,NO,"baking, baking mixes, mixes"
16317251,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Baking Mixes/Breads,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Baking Mixes,Breads,,,,,,NIS,,,,Yes,Reject,NO,"baking mixes, baking mixes breads, breads"
16317261,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Baking Mixes/Brownies,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Baking Mixes,Brownies,,,,,,NIS,,,,Yes,Reject,NO,"baking mixes, baking mixes brownies, brownies"
16317271,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Baking Mixes/Cakes,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Baking Mixes,Cakes,,,,,,NIS,,,,Yes,Reject,NO,"baking mixes, baking mixes cakes, cakes"
16317281,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Baking Mixes/Cookies,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Baking Mixes,Cookies,,,,,,NIS,,,,Yes,Reject,NO,"baking mixes, baking mixes cookies, cookies"
6485876011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Baking Mixes/Pie Crusts,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Baking Mixes,Pie Crusts,,,,,,NIS,,,,Yes,Reject,NO,"crusts, pie, pie crusts"
6485882011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Breadcrumbs & Seasoned Coatings,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Breadcrumbs & Seasoned Coatings,,,,,,,7,,,,Yes,Reject,NO,"breadcrumbs, breadcrumbs seasoned coatings, coatings, seasoned"
16317401,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Breadcrumbs & Seasoned Coatings/Breadcrumbs,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Breadcrumbs & Seasoned Coatings,Breadcrumbs,,,,,,NIS,,,,Yes,Reject,NO,"breadcrumbs, breadcrumbs seasoned coatings, breadcrumbs seasoned coatings breadcrumbs"
6485883011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Breadcrumbs & Seasoned Coatings/Panko,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Breadcrumbs & Seasoned Coatings,Panko,,,,,,NIS,,,,Yes,Reject,NO,"breadcrumbs seasoned coatings, breadcrumbs seasoned coatings panko, panko"
16317521,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Breadcrumbs & Seasoned Coatings/Seasoned Coatings,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Breadcrumbs & Seasoned Coatings,Seasoned Coatings,,,,,,NIS,,,,Yes,Reject,NO,"coatings, seasoned, seasoned coatings"
6485885011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Breadcrumbs & Seasoned Coatings/Tempura,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Breadcrumbs & Seasoned Coatings,Tempura,,,,,,NIS,,,,Yes,Reject,NO,"breadcrumbs seasoned coatings, breadcrumbs seasoned coatings tempura, tempura"
16317531,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Coconut Flakes,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Coconut Flakes,,,,,,,NIS,,,,Yes,Reject,NO,"coconut, coconut flakes, flakes"
6485886011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Condensed & Powdered Milk,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Condensed & Powdered Milk,,,,,,,7,,,,Yes,Reject,NO,"condensed, condensed powdered milk, milk, powdered"
16317431,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Condensed & Powdered Milk/Condensed,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Condensed & Powdered Milk,Condensed,,,,,,NIS,,,,Yes,Reject,NO,"condensed, condensed powdered milk, condensed powdered milk condensed"
6485890011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",,,,,,,7,,,,Yes,Reject,NO,"cooking, cooking oils vinegars sprays, oils, sprays, vinegars"
16317851,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Non-Stick Cooking Oil Sprays",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Non-Stick Cooking Oil Sprays,,,,,,NIS,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026,"cooking, non-stick, non-stick cooking oil sprays, oil, sprays"
16320331,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,,,,,,7,,,,Yes,Reject,NO,"cooking oils vinegars sprays, cooking oils vinegars sprays oils, oils"
6485892011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Almond",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Almond,,,,,NIS,,,,Yes,Reject,NO,"almond, oils, oils almond"
6485893011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Avocado",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Avocado,,,,,NIS,,,,Yes,Reject,NO,"avocado, oils, oils avocado"
16320341,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Canola",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Canola,,,,,NIS,,,,Yes,Reject,NO,"canola, oils, oils canola"
16320351,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Coconut",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Coconut,,,,,NIS,,,,Yes,Reject,NO,"coconut, oils, oils coconut"
6592519011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Corn",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Corn,,,,,NIS,,,,Yes,Reject,NO,"corn, oils, oils corn"
17395302011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Flaxseed",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Flaxseed,,,,,NIS,,,,Yes,Reject,NO,"flaxseed, oils, oils flaxseed"
6485894011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Grapeseed",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Grapeseed,,,,,NIS,,,,Yes,Reject,NO,"grapeseed, oils, oils grapeseed"
6485895011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Hazelnut",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Hazelnut,,,,,NIS,,,,Yes,Reject,NO,"hazelnut, oils, oils hazelnut"
16320381,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Olive",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Olive,,,,,NIS,,,,Yes,Reject,NO,"oils, oils olive, olive"
16320461,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Peanut",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Peanut,,,,,NIS,,,,Yes,Reject,NO,"oils, oils peanut, peanut"
17395304011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Safflower",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Safflower,,,,,NIS,,,,Yes,Reject,NO,"oils, oils safflower, safflower"
16320471,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Sesame",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Sesame,,,,,NIS,,,,Yes,Reject,NO,"oils, oils sesame, sesame"
6485896011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Soybean",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Soybean,,,,,NIS,,,,Yes,Reject,NO,"oils, oils soybean, soybean"
6485897011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Sunflower",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Sunflower,,,,,NIS,,,,Yes,Reject,NO,"oils, oils sunflower, sunflower"
347103011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Truffle",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Truffle,,,,,NIS,,,,Yes,Reject,NO,"oils, oils truffle, truffle"
6485898011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Vegetable",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Vegetable,,,,,NIS,,,,Yes,Reject,NO,"oils, oils vegetable, vegetable"
6485899011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Oils/Walnut",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Oils,Walnut,,,,,NIS,,,,Yes,Reject,NO,"oils, oils walnut, walnut"
16320491,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Vinegars",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Vinegars,,,,,,7,,,,Yes,Reject,NO,"cooking oils vinegars sprays, cooking oils vinegars sprays vinegars, vinegars"
6485901011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Vinegars/Apple Cider",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Vinegars,Apple Cider,,,,,NIS,,,,Yes,Reject,NO,"apple, apple cider, cider"
16320501,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Vinegars/Balsamic",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Vinegars,Balsamic,,,,,NIS,,,,Yes,Reject,NO,"balsamic, vinegars, vinegars balsamic"
2255620011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Vinegars/Fruit",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Vinegars,Fruit,,,,,NIS,,,,Yes,Reject,NO,"fruit, vinegars, vinegars fruit"
6485902011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Vinegars/Malt",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Vinegars,Malt,,,,,NIS,,,,Yes,Reject,NO,"malt, vinegars, vinegars malt"
16320541,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Vinegars/Red Wine",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Vinegars,Red Wine,,,,,NIS,,,,Yes,Reject,NO,"red, red wine, wine"
6485903011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Vinegars/Rice",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Vinegars,Rice,,,,,NIS,,,,Yes,Reject,NO,"rice, vinegars, vinegars rice"
6485904011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Vinegars/White",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Vinegars,White,,,,,NIS,,,,Yes,Reject,NO,"vinegars, vinegars white, white"
2255621011,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Oils, Vinegars & Sprays/Vinegars/White Wine",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Cooking Oils, Vinegars & Sprays",Vinegars,White Wine,,,,,NIS,,,,Yes,Reject,NO,"white, white wine, wine"
6485905011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Wine,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Cooking Wine,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026,"cooking, cooking wine, wine"
6485906011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Wine/Marsala,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Cooking Wine,Marsala,,,,,,NIS,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026,"cooking wine, cooking wine marsala, marsala"
6485907011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Wine/Red,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Cooking Wine,Red,,,,,,NIS,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026,"cooking wine, cooking wine red, red"
6485908011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Wine/Rice,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Cooking Wine,Rice,,,,,,NIS,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026,"cooking wine, cooking wine rice, rice"
6485909011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Wine/Sherry,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Cooking Wine,Sherry,,,,,,NIS,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026,"cooking wine, cooking wine sherry, sherry"
6485910011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Cooking Wine/White,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Cooking Wine,White,,,,,,NIS,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026,"cooking wine, cooking wine white, white"
16317551,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Dessert Syrups & Sauces,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Dessert Syrups & Sauces,,,,,,,7,,,,Yes,Reject,NO,"dessert, dessert syrups sauces, sauces, syrups"
6485912011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Dessert Syrups & Sauces/Caramel,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Dessert Syrups & Sauces,Caramel,,,,,,NIS,,,,Yes,Reject,NO,"caramel, dessert syrups sauces, dessert syrups sauces caramel"
6485913011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Dessert Syrups & Sauces/Flavoring Syrup,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Dessert Syrups & Sauces,Flavoring Syrup,,,,,,NIS,,,,Yes,Reject,NO,"flavoring, flavoring syrup, syrup"
6485915011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Dessert Syrups & Sauces/Marshmallow,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Dessert Syrups & Sauces,Marshmallow,,,,,,NIS,,,,Yes,Reject,NO,"dessert syrups sauces, dessert syrups sauces marshmallow, marshmallow"
16317591,"Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Doughs, Shells & Crusts",Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,"Doughs, Shells & Crusts",,,,,,,NIS,,,,Yes,Reject ,Agree - automatic decline,"crusts, doughs, doughs shells crusts, shells"
6524459011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Dried Fruit & Raisins,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Dried Fruit & Raisins,,,,,,,7,,,,Yes,Reject,NO,"dried, dried fruit raisins, fruit, raisins"
7000787011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Dried Seaweed & Nori,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Dried Seaweed & Nori,,,,,,,NIS,,,,Yes,Reject,NO,"dried, dried seaweed nori, nori, seaweed"
16318021,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Extracts & Flavoring,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Extracts & Flavoring,,,,,,,NIS,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026,"extracts, extracts flavoring, flavoring"
16317621,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Flours & Meals,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Flours & Meals,,,,,,,7,,,,Yes,Reject,NO,"flours, flours meals, meals"
6492267011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Flours & Meals/Almond,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Flours & Meals,Almond,,,,,,NIS,,,,Yes,Reject,NO,"almond, flours meals, flours meals almond"
16317631,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Flours & Meals/Barley Flour,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Flours & Meals,Barley Flour,,,,,,NIS,,,,Yes,Reject,NO,"barley, barley flour, flour"
6492268011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Flours & Meals/Buckwheat,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Flours & Meals,Buckwheat,,,,,,NIS,,,,Yes,Reject,NO,"buckwheat, flours meals, flours meals buckwheat"
6492270011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Flours & Meals/Corn,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Flours & Meals,Corn,,,,,,NIS,,,,Yes,Reject,NO,"corn, flours meals, flours meals corn"
6492269011,Grocery & Gourmet Food/Pantry Staples/Cooking & Baking/Flours & Meals/Garbanzo,Grocery & Gourmet Food,Pantry Staples,Cooking & Baking,Flours & Meals,Garbanzo,,,,,,NIS,,,,Yes,Reject,NO,"flours meals, flours meals garbanzo, garbanzo"
