Category_ID,Category_path,Top-Level Category (Level 1),Sub Category (Level 2),Product Category (Level 3),Product Category (Level 4),Product Category (Level 5),Product Category (Level 6),Product Category (Level 7),Product Category (Level 8),Product Category (Level 9),Product Category (Level 10),Assureful RR,Straight Through business,Refer to UW,Refer to Capacity,Reject,Special Acceptance,QBE Comments
760380,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Cooking Utensils/Spatulas,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Cooking Utensils,Spatulas,,,,,,4,Yes,,,,Straight Through Business,0
289772,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Cooking Utensils/Tongs,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Cooking Utensils,Tongs,,,,,,4,Yes,,,,Straight Through Business,0
16188244011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Cooking Utensils/Utensil Sets,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Cooking Utensils,Utensil Sets,,,,,,4,Yes,,,,Straight Through Business,0
289774,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Cooking Utensils/Whisks,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Cooking Utensils,Whisks,,,,,,4,Yes,,,,Straight Through Business,0
760356,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Fruit & Vegetable Tools,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Fruit & Vegetable Tools,,,,,,,4,Yes,,,,Straight Through Business,0
259060011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Fruit & Vegetable Tools/Cleaning Brushes,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Fruit & Vegetable Tools,Cleaning Brushes,,,,,,4,Yes,,,,Straight Through Business,0
761356,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Fruit & Vegetable Tools/Corers & Pitters,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Fruit & Vegetable Tools,Corers & Pitters,,,,,,4,Yes,,,,Straight Through Business,0
678502011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Fruit & Vegetable Tools/Corers & Pitters/Corers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Fruit & Vegetable Tools,Corers & Pitters,Corers,,,,,4,Yes,,,,Straight Through Business,0
678503011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Fruit & Vegetable Tools/Corers & Pitters/Pitters,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Fruit & Vegetable Tools,Corers & Pitters,Pitters,,,,,4,Yes,,,,Straight Through Business,0
1095338,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Fruit & Vegetable Tools/Manual Juicers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Fruit & Vegetable Tools,Manual Juicers,,,,,,4,Yes,,,,Straight Through Business,0
3737061,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Fruit & Vegetable Tools/Melon Ballers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Fruit & Vegetable Tools,Melon Ballers,,,,,,4,Yes,,,,Straight Through Business,0
289784,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Fruit & Vegetable Tools/Potato Mashers & Ricers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Fruit & Vegetable Tools,Potato Mashers & Ricers,,,,,,4,Yes,,,,Straight Through Business,0
678504011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Fruit & Vegetable Tools/Potato Mashers & Ricers/Potato Mashers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Fruit & Vegetable Tools,Potato Mashers & Ricers,Potato Mashers,,,,,4,Yes,,,,Straight Through Business,0
678505011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Fruit & Vegetable Tools/Potato Mashers & Ricers/Potato Ricers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Fruit & Vegetable Tools,Potato Mashers & Ricers,Potato Ricers,,,,,4,Yes,,,,Straight Through Business,0
19201453011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Fruit & Vegetable Tools/Reamers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Fruit & Vegetable Tools,Reamers,,,,,,4,Yes,,,,Straight Through Business,0
16439851,"Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Graters, Peelers & Slicers",Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,"Graters, Peelers & Slicers",,,,,,,4,Yes,,,,Straight Through Business,0
16439861,"Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Graters, Peelers & Slicers/Graters",Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,"Graters, Peelers & Slicers",Graters,,,,,,4,Yes,,,,Straight Through Business,0
289783,"Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Graters, Peelers & Slicers/Mandolines & Slicers",Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,"Graters, Peelers & Slicers",Mandolines & Slicers,,,,,,4,Yes,,,,Straight Through Business,0
289760,"Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Graters, Peelers & Slicers/Mandolines & Slicers/Cheese Slicers",Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,"Graters, Peelers & Slicers",Mandolines & Slicers,Cheese Slicers,,,,,4,Yes,,,,Straight Through Business,0
17548242011,"Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Graters, Peelers & Slicers/Mandolines & Slicers/Egg Slicers",Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,"Graters, Peelers & Slicers",Mandolines & Slicers,Egg Slicers,,,,,4,Yes,,,,Straight Through Business,0
16439871,"Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Graters, Peelers & Slicers/Peelers",Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,"Graters, Peelers & Slicers",Peelers,,,,,,4,Yes,,,,Straight Through Business,0
19201452011,"Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Graters, Peelers & Slicers/Zesters",Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,"Graters, Peelers & Slicers",Zesters,,,,,,4,Yes,,,,Straight Through Business,0
17548243011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Jar Openers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Jar Openers,,,,,,,4,Yes,,,,Straight Through Business,0
16439891,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,,,,,,,4,Yes,,,,Straight Through Business,0
668145011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Aprons,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Aprons,,,,,,4,Yes,,,,Straight Through Business,0
1267999011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Chefs' Clothing,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Chefs' Clothing,,,,,,4,Yes,,,,Straight Through Business,0
2492459011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Chefs' Clothing/Aprons,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Chefs' Clothing,Aprons,,,,,4,Yes,,,,Straight Through Business,0
1268002011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Chefs' Clothing/Hats,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Chefs' Clothing,Hats,,,,,4,Yes,,,,Straight Through Business,0
6575930011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Chefs' Clothing/Men,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Chefs' Clothing,Men,,,,,3,Yes,,,,Straight Through Business,0
6575931011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Chefs' Clothing/Men/Chef Jackets,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Chefs' Clothing,Men,Chef Jackets,,,,3,Yes,,,,Straight Through Business,0
6575932011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Chefs' Clothing/Men/Chef Pants,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Chefs' Clothing,Men,Chef Pants,,,,3,Yes,,,,Straight Through Business,0
9720393011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Comfort Mats,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Comfort Mats,,,,,,4,Yes,,,,Straight Through Business,0
3737111,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Cookbook Stands & Recipe Holders,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Cookbook Stands & Recipe Holders,,,,,,2,Yes,,,,Straight Through Business,0
678506011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Cookbook Stands & Recipe Holders/Cookbook Stands,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Cookbook Stands & Recipe Holders,Cookbook Stands,,,,,2,Yes,,,,Straight Through Business,0
678507011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Cookbook Stands & Recipe Holders/Recipe Holders,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Cookbook Stands & Recipe Holders,Recipe Holders,,,,,2,Yes,,,,Straight Through Business,0
3741991,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Dish Cloths & Dish Towels,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Dish Cloths & Dish Towels,,,,,,4,Yes,,,,Straight Through Business,0
14092791,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Dish Drying Mats,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Dish Drying Mats,,,,,,4,Yes,,,,Straight Through Business,0
6125377011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Disposable Apparel/Masks,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Disposable Apparel,Masks,,,,,7,Yes,,,,Straight Through Business,0
3742011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Pot Holders & Oven Mitts,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Pot Holders & Oven Mitts,,,,,,4,Yes,,,,Straight Through Business,0
678537011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Pot Holders & Oven Mitts/Potholders,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Pot Holders & Oven Mitts,Potholders,,,,,4,Yes,,,,Straight Through Business,0
3737161,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Refrigerator Magnets,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Refrigerator Magnets,,,,,,4,Yes,,,,Straight Through Business,0
16439911,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Kitchen Accessories/Straw Dispensers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Kitchen Accessories,Straw Dispensers,,,,,,4,Yes,,,,Straight Through Business,0
289785,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Measuring Tools & Scales,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Measuring Tools & Scales,,,,,,,4,Yes,,,,Straight Through Business,0
289786,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Measuring Tools & Scales/Cups,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Measuring Tools & Scales,Cups,,,,,,4,Yes,,,,Straight Through Business,0
289787,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Measuring Tools & Scales/Scales,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Measuring Tools & Scales,Scales,,,,,,3,Yes,,,,Straight Through Business,0
678508011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Measuring Tools & Scales/Scales/Digital Scales,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Measuring Tools & Scales,Scales,Digital Scales,,,,,4,Yes,,,,Straight Through Business,0
678509011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Measuring Tools & Scales/Scales/Mechanical Scales,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Measuring Tools & Scales,Scales,Mechanical Scales,,,,,4,Yes,,,,Straight Through Business,0
289788,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Measuring Tools & Scales/Spoons,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Measuring Tools & Scales,Spoons,,,,,,4,Yes,,,,Straight Through Business,0
760358,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Meat & Poultry Tools,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Meat & Poultry Tools,,,,,,,4,Yes,,,,Straight Through Business,0
678510011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Meat & Poultry Tools/Basters,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Meat & Poultry Tools,Basters,,,,,,4,Yes,,,,Straight Through Business,0
3737071,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Meat & Poultry Tools/Meat Grinders,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Meat & Poultry Tools,Meat Grinders,,,,,,4,Yes,,,,Straight Through Business,0
17548245011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Meat & Poultry Tools/Sausage Stuffers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Meat & Poultry Tools,Sausage Stuffers,,,,,,4,Yes,,,,Straight Through Business,0
760360,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Meat & Poultry Tools/Tenderizers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Meat & Poultry Tools,Tenderizers,,,,,,4,Yes,,,,Straight Through Business,0
289789,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Oil Sprayers & Dispensers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Oil Sprayers & Dispensers,,,,,,,4,Yes,,,,Straight Through Business,0
1254736011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Oil Sprayers & Dispensers/Bottles,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Oil Sprayers & Dispensers,Bottles,,,,,,4,Yes,,,,Straight Through Business,0
678513011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Oil Sprayers & Dispensers/Oil Sprayers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Oil Sprayers & Dispensers,Oil Sprayers,,,,,,4,Yes,,,,Straight Through Business,0
289790,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Pasta & Pizza Tools,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Pasta & Pizza Tools,,,,,,,4,Yes,,,,Straight Through Business,0
289791,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Pasta & Pizza Tools/Pasta Makers & Accessories,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Pasta & Pizza Tools,Pasta Makers & Accessories,,,,,,4,Yes,,,,Straight Through Business,0
17548248011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Pasta & Pizza Tools/Pasta Makers & Accessories/Electric Pasta Makers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Pasta & Pizza Tools,Pasta Makers & Accessories,Electric Pasta Makers,,,,,4,Yes,,,,Straight Through Business,0
17548249011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Pasta & Pizza Tools/Pasta Makers & Accessories/Manual Pasta Makers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Pasta & Pizza Tools,Pasta Makers & Accessories,Manual Pasta Makers,,,,,4,Yes,,,,Straight Through Business,0
289792,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Pasta & Pizza Tools/Pasta Molds & Stamps,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Pasta & Pizza Tools,Pasta Molds & Stamps,,,,,,4,Yes,,,,Straight Through Business,0
289797,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Pasta & Pizza Tools/Pizza Cutters,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Pasta & Pizza Tools,Pizza Cutters,,,,,,4,Yes,,,,Straight Through Business,0
383851011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Pasta & Pizza Tools/Pizza Peels,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Pasta & Pizza Tools,Pizza Peels,,,,,,4,Yes,,,,Straight Through Business,0
289798,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Salad Tools & Spinners,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Salad Tools & Spinners,,,,,,,4,Yes,,,,Straight Through Business,0
388158011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Salad Tools & Spinners/Salad Shakers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Salad Tools & Spinners,Salad Shakers,,,,,,4,Yes,,,,Straight Through Business,0
289800,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Salad Tools & Spinners/Salad Utensils,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Salad Tools & Spinners,Salad Utensils,,,,,,4,Yes,,,,Straight Through Business,0
289801,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Salad Tools & Spinners/Spinners,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Salad Tools & Spinners,Spinners,,,,,,4,Yes,,,,Straight Through Business,0
289779,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Seasoning & Spice Tools,,,,,,,4,Yes,,,,Straight Through Business,0
289780,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools/Choppers & Mincers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Seasoning & Spice Tools,Choppers & Mincers,,,,,,4,Yes,,,,Straight Through Business,0
678514011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools/Choppers & Mincers/Choppers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Seasoning & Spice Tools,Choppers & Mincers,Choppers,,,,,4,Yes,,,,Straight Through Business,0
678515011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools/Choppers & Mincers/Mincers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Seasoning & Spice Tools,Choppers & Mincers,Mincers,,,,,4,Yes,,,,Straight Through Business,0
760382,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools/Garlic Tools,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Seasoning & Spice Tools,Garlic Tools,,,,,,4,Yes,,,,Straight Through Business,0
678516011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools/Garlic Tools/Garlic Keepers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Seasoning & Spice Tools,Garlic Tools,Garlic Keepers,,,,,4,Yes,,,,Straight Through Business,0
678517011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools/Garlic Tools/Garlic Peelers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Seasoning & Spice Tools,Garlic Tools,Garlic Peelers,,,,,4,Yes,,,,Straight Through Business,0
678518011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools/Garlic Tools/Garlic Presses,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Seasoning & Spice Tools,Garlic Tools,Garlic Presses,,,,,4,Yes,,,,Straight Through Business,0
678519011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools/Garlic Tools/Garlic Roasters,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Seasoning & Spice Tools,Garlic Tools,Garlic Roasters,,,,,4,Yes,,,,Straight Through Business,0
289781,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools/Herb & Spice Mills,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Seasoning & Spice Tools,Herb & Spice Mills,,,,,,4,Yes,,,,Straight Through Business,0
16439881,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools/Mortar & Pestles,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Seasoning & Spice Tools,Mortar & Pestles,,,,,,4,Yes,,,,Straight Through Business,0
289782,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools/Spice Graters,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Seasoning & Spice Tools,Spice Graters,,,,,,4,Yes,,,,Straight Through Business,0
3737191,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Specialty Tools & Gadgets,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Specialty Tools & Gadgets,,,,,,,4,Yes,,,,Straight Through Business,0
18066711011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Specialty Tools & Gadgets/Batter Dispensers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Specialty Tools & Gadgets,Batter Dispensers,,,,,,7,Yes,,,,Straight Through Business,0
3737101,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Specialty Tools & Gadgets/Can Crushers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Specialty Tools & Gadgets,Can Crushers,,,,,,4,Yes,,,,Straight Through Business,0
3737121,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Specialty Tools & Gadgets/Cream Chargers & Whippers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Specialty Tools & Gadgets,Cream Chargers & Whippers,,,,,,4,Yes,,,,Straight Through Business,0
3737131,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Specialty Tools & Gadgets/Egg Separators,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Specialty Tools & Gadgets,Egg Separators,,,,,,4,Yes,,,,Straight Through Business,0
13840241,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Specialty Tools & Gadgets/Funnels,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Specialty Tools & Gadgets,Funnels,,,,,,4,Yes,,,,Straight Through Business,0
3737141,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Specialty Tools & Gadgets/Honey Jars,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Specialty Tools & Gadgets,Honey Jars,,,,,,4,Yes,,,,Straight Through Business,0
300196,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Specialty Tools & Gadgets/Ice Cream Scoops,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Specialty Tools & Gadgets,Ice Cream Scoops,,,,,,4,Yes,,,,Straight Through Business,0
2469549011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Specialty Tools & Gadgets/Ice Cube Molds & Trays,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Specialty Tools & Gadgets,Ice Cube Molds & Trays,,,,,,4,Yes,,,,Straight Through Business,0
2469546011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Specialty Tools & Gadgets/Ice Pop Molds,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Specialty Tools & Gadgets,Ice Pop Molds,,,,,,4,Yes,,,,Straight Through Business,0
3737151,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Specialty Tools & Gadgets/Nut Crackers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Specialty Tools & Gadgets,Nut Crackers,,,,,,4,Yes,,,,Straight Through Business,0
3737171,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Specialty Tools & Gadgets/Splatter Screens,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Specialty Tools & Gadgets,Splatter Screens,,,,,,4,Yes,,,,Straight Through Business,0
289807,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Thermometers & Timers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Thermometers & Timers,,,,,,,4,Yes,,,,Straight Through Business,0
289808,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Thermometers & Timers/Candy,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Thermometers & Timers,Candy,,,,,,4,Yes,,,,Straight Through Business,0
289809,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Thermometers & Timers/Instant-Read,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Thermometers & Timers,Instant-Read,,,,,,4,Yes,,,,Straight Through Business,0
289811,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Thermometers & Timers/Oven Thermometers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Thermometers & Timers,Oven Thermometers,,,,,,4,Yes,,,,Straight Through Business,0
678520011,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Thermometers & Timers/Refrigerator Thermometers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Thermometers & Timers,Refrigerator Thermometers,,,,,,4,Yes,,,,Straight Through Business,0
289812,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Thermometers & Timers/Timers,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Gadgets,Thermometers & Timers,Timers,,,,,,4,Yes,,,,Straight Through Business,0
